Artist(S) Name,Cover Url,Key,Mode,Released Day,Released Month,Released Year,Released Year (bin),Track Name,Acousticness %,Artist Count,Bpm,Danceability %,Energy %,In Apple Charts,In Apple Playlists,In Deezer Charts,In Deezer Playlists,In Shazam Charts,In Spotify Charts,In Spotify Playlists,Instrumentalness %,Liveness %,Speechiness %,Streams,Valence %
Rihanna,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,A,Major,28,10,2022,2020,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,90,1,177,25,30,31,129,1,212,41,0,3311,0,13,3,297328960,17
Lil Nas X,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,D,Minor,22,9,2022,2020,STAR WALKIN' (League of Legends Worlds Anthem),15,1,142,64,72,17,113,0,208,192,0,2616,0,9,5,332506354,31
Beach Weather,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342,E,Minor,4,11,2016,2015,"Sex, Drugs, Etc.",1,1,144,57,84,60,47,12,87,124,16,3006,1,52,4,480507035,47
"Halsey, BTS",Not Found,B,Minor,12,4,2019,2015,Boy With Luv (feat. Halsey),9,2,120,65,86,92,113,0,259,1,0,4260,0,19,10,1065580332,80
Baby Tate,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,D,Major,27,9,2016,2015,"Hey, Mickey!",55,1,135,92,51,1,9,4,12,3,0,482,0,15,6,122763672,73
RÃ¯Â¿Â½Ã¯,Not Found,B,Major,9,2,2022,2020,Calm Down,38,1,107,81,78,44,107,22,750,,10,4013,0,12,4,445763624,82
"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",Not Found,G,Major,22,12,2022,2020,Jhoome Jo Pathaan,10,6,105,82,74,78,13,0,2,0,4,138,0,33,7,1365184,62
"RAYE, 070 Shake",https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,F#,Minor,25,11,2022,2020,Escapism. - Sped Up,9,2,108,44,77,1,12,0,11,8,0,1368,0,9,20,184308753,38
Beach House,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,,Minor,1,1,2015,2015,Space Song,22,1,147,51,79,76,69,0,335,,4,17852,13,14,3,789753877,62
"BTS, Jung Kook, FIFA Sound",Not Found,,Major,20,11,2022,2020,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],16,3,115,71,88,78,11,0,35,21,20,889,0,44,4,323358833,34
"Shakira, Rauw Alejandro",https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,F,Major,21,4,2022,2020,Te Felicito,23,2,174,70,64,66,124,13,212,1,9,4796,0,8,32,606361689,57
"Steve Aoki, Tini, La Joaqui",Not Found,A#,Minor,12,1,2023,2020,MuÃ¯Â¿Â½Ã¯Â¿Â½,3,3,90,68,71,7,33,2,53,0,6,658,0,31,8,120972253,83
Billie Eilish,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,E,Minor,21,7,2022,2020,TV,84,1,141,41,25,89,68,0,65,25,2,3009,1,14,4,338564981,9
Sam Smith,Not Found,F,Major,1,1,2014,2010,I'm Not The Only One,56,1,82,68,49,24,136,0,1959,30,3,17492,0,8,4,1606986953,50
Conan Gray,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,F,Major,20,3,2020,2020,Heather,62,1,92,47,43,1,82,0,231,2,7,6170,0,32,3,1301799902,25
"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",Not Found,G#,Minor,12,12,2022,2020,"Besharam Rang (From ""Pathaan"")",6,6,116,77,80,79,21,0,2,0,4,130,0,15,4,140187018,65
"Calvin Harris, Dua Lipa",https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,A,Minor,2,6,2017,2015,One Kiss (with Dua Lipa),4,2,124,79,86,122,537,6,2726,,10,27705,0,8,11,1897517891,59
TOMORROW X TOGETHER,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d,A#,Minor,27,1,2023,2020,Sugar Rush Ride,1,1,125,71,89,56,12,0,13,13,0,359,0,17,9,107642809,83
BLACKPINK,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,,Major,19,8,2022,2020,Pink Venom,2,1,90,80,69,119,57,1,77,13,16,1963,0,27,10,551305895,71
"Drake, Future, Tems",https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,C#,Major,27,4,2022,2020,WAIT FOR U (feat. Drake & Tems),31,3,83,46,64,84,128,0,75,35,14,5491,0,7,34,556585270,34
Dua Lipa,https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041,B,Minor,31,10,2019,2015,Don't Start Now,1,1,124,79,79,77,532,3,1535,8,0,27119,0,10,8,2303033973,68
Mr.Kitty,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176,G#,Major,8,8,2014,2010,After Dark,7,1,140,58,60,9,1,0,3,0,14,1776,41,8,3,646886885,4
"Gustavo Mioto, Mari Fernandez",https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c,,Major,16,9,2022,2020,Eu Gosto Assim - Ao Vivo,15,2,154,64,91,64,27,1,66,4,4,1473,0,72,4,222612678,61
"Jack Harlow, Lil Nas X",Not Found,D#,Minor,23,7,2021,2020,INDUSTRY BABY (feat. Jack Harlow),2,2,150,74,70,47,300,0,690,,0,13315,0,5,6,1814349763,89
Elley DuhÃ¯Â¿,Not Found,E,Minor,10,1,2020,2020,MIDDLE OF THE NIGHT,2,1,186,41,61,21,78,1,240,52,8,4057,0,12,5,872137015,9
Seafret,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75,G#,Minor,22,4,2015,2015,Atlantis,5,1,166,40,48,53,43,1,134,32,6,3045,0,12,3,571386359,23
"Baby Rasta, Rauw Alejandro",Not Found,,Major,22,9,2022,2020,PUNTO 40,0,2,107,87,83,32,54,2,66,0,12,3006,4,31,9,304079786,20
"DJ Escobar, MC MENOR SG, MC MENOR HR",https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2,G,Major,9,9,2022,2020,Evoque Prata,31,3,87,87,52,1,14,0,50,0,0,852,0,28,24,174006928,52
Dean Lewis,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,G#,Major,5,8,2022,2020,How Do I Say Goodbye,21,1,82,40,64,97,72,0,58,154,15,2163,0,7,7,284785823,39
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,A,Minor,9,12,2022,2020,Blind,91,1,114,46,28,51,22,0,12,0,0,1484,0,21,4,163284000,60
Joji,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb,G#,Major,4,11,2022,2020,Die For You,38,1,148,47,52,45,38,16,36,0,0,1703,13,29,5,246390068,15
Central Cee,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,F#,Major,20,7,2022,2020,Doja,38,1,140,91,57,44,57,1,183,11,44,4169,0,40,29,482257456,97
Bellakath,https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b,G,Major,3,10,2022,2020,Gatita,15,1,101,90,81,0,9,0,15,1,0,1054,24,33,6,168684524,76
"Skrillex, Flowdan, Fred again..",https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,C#,Minor,17,1,2022,2020,Rumble,5,3,140,81,84,45,39,0,27,1,0,2849,23,6,6,78489819,6
"Travis Scott, 21 Savage, Metro Boomin",https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,G,Minor,2,12,2022,2020,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],19,3,88,49,66,22,12,0,12,2,0,1602,0,18,29,195516622,24
Bad Bunny,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,C#,Major,4,6,2021,2020,Yonaguni,28,1,180,64,65,86,120,4,164,0,28,9644,0,14,12,1260594497,44
Nicki Minaj,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,D,Major,12,8,2022,2020,Super Freaky Girl,6,1,133,95,89,17,104,9,76,2,0,4827,0,31,24,428685680,91
Kate Bush,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,A#,Minor,16,9,1985,1985,Running Up That Hill (A Deal With God),72,1,108,63,55,1,117,3,676,0,0,21811,0,6,6,1024858327,20
Aerosmith,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2,F,Minor,5,1,1973,1970,Dream On,39,1,80,39,43,0,0,0,5,0,0,168,0,23,3,838586769,24
Freddie Dredd,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6,B,Minor,11,8,2022,2020,Limbo,3,1,75,80,62,1,14,0,17,2,0,688,6,11,46,199386237,46
"Lost Frequencies, Calum Scott",https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,F#,Minor,30,7,2021,2020,Where Are You Now,52,2,121,67,64,122,238,17,557,58,44,10565,0,17,10,972509632,26
"Twisted, Oliver Tree",https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8,D,Minor,28,9,2022,2020,WORTH NOTHING,18,2,140,58,62,54,34,0,34,2,0,1612,0,20,8,213438580,17
Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,B,Minor,3,9,2020,2020,Bad Habits,5,1,126,81,90,97,344,15,945,,8,12755,0,36,3,1555511105,59
Kenshi Yonezu,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859,C#,Major,12,10,2022,2020,KICK BACK,0,1,102,58,94,101,38,0,26,0,4,574,0,9,11,210038833,29
Omar Apollo,Not Found,A,Major,8,4,2022,2020,Evergreen (You DidnÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Deserve Me A,60,1,82,70,34,0,70,0,49,0,0,2499,1,11,4,227918678,31
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,C#,Minor,24,12,2020,2020,Good Days,23,1,121,46,78,109,133,1,182,10,2,10426,0,72,6,826623384,53
"Dua Lipa, DaBaby",https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,F#,Minor,27,3,2020,2020,Levitating (feat. DaBaby),1,2,103,70,83,13,198,0,544,60,8,15894,0,7,6,1802514301,92
Doja Cat,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,F,Minor,25,6,2021,2020,Woman,9,1,108,82,76,50,202,4,463,,0,9424,0,12,9,1329090101,88
Hotel Ugly,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7,F,Minor,14,9,2022,2020,Shut up My Moms Calling - (Sped Up),31,1,85,65,47,4,2,0,6,0,7,713,0,12,10,181831132,36
"James Hype, Miggy Dela Rosa",https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,C#,Minor,14,3,2022,2020,Ferrari,1,2,125,84,69,79,173,0,175,168,28,7758,0,5,5,462791599,70
Taylor Swift,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,D,Major,21,10,2022,2020,"You're On Your Own, Kid",41,1,120,69,39,18,8,0,20,1,2,2537,0,13,6,348647203,40
"Pritam, Arijit Singh, Amitabh Bhattacharya",Not Found,,Major,17,7,2022,2020,"Kesariya (From ""Brahmastra"")",57,3,94,58,57,98,26,0,4,0,6,292,0,10,3,366599607,44
"Styrx, utku INC, Thezth",Not Found,F#,Minor,1,1,1930,1930,Agudo MÃ¯Â¿Â½Ã¯Â¿Â½gi,22,3,130,65,80,0,4,0,14,0,0,323,4,7,5,90598517,49
"Maroon 5, Wiz Khalifa",https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,E,Major,1,1,2012,2010,Payphone,2,2,110,74,74,38,56,1,1891,,4,14143,0,29,4,1479264469,51
Mariah Carey,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,G,Major,28,10,1994,1990,All I Want for Christmas Is You,16,1,150,34,63,132,387,0,2094,,0,25653,0,7,4,1449779435,33
Wham!,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,B,Minor,1,1,1984,1980,Last Christmas,28,1,107,74,65,111,274,0,1302,,0,22153,0,46,3,1159176109,88
Brenda Lee,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,G#,Major,1,1,1958,1955,Rockin' Around The Christmas Tree,71,1,140,70,41,168,191,0,206,,0,14994,0,45,5,769213520,85
Bobby Helms,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,D,Major,1,1,1957,1955,Jingle Bell Rock,84,1,119,74,37,99,165,0,104,,0,10326,0,6,3,741301563,78
Michael BublÃ¯Â¿,Not Found,E,Major,14,10,2011,2010,It's Beginning To Look A Lot Like Christmas,91,1,93,35,23,0,35,0,549,0,0,12353,0,29,3,807561936,38
Ariana Grande,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c,G,Major,13,12,2013,2010,Santa Tell Me,5,1,133,46,63,106,231,0,439,,0,9408,0,30,18,834129063,53
Andy Williams,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356,G,Major,14,10,1963,1960,It's the Most Wonderful Time of the Year,77,1,202,24,60,107,182,0,160,1,0,8879,0,12,4,663832097,76
Dean Martin,https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae,C#,Major,16,11,1959,1955,Let It Snow! Let It Snow! Let It Snow!,91,1,134,45,24,1,88,0,277,0,0,6512,0,18,4,446390129,72
Sia,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,C#,Major,1,1,2017,2015,Snowman,48,1,105,72,51,110,85,0,500,,0,5140,0,9,3,690104769,33
Kelly Clarkson,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,G#,Major,25,10,2013,2010,Underneath the Tree,0,1,160,51,81,99,144,0,251,0,0,6596,0,21,5,485285717,69
JosÃ¯Â¿Â½Ã¯Â¿Â½ Felic,Not Found,D,Major,1,11,1970,1970,Feliz Navidad,47,1,148,50,82,3,21,0,10,0,0,3788,0,34,4,520034544,96
Michael BublÃ¯Â¿,Not Found,G,Major,14,10,2011,2010,Holly Jolly Christmas,87,1,151,65,47,0,5,0,291,0,0,7655,0,9,4,476244795,70
Justin Bieber,https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86,F#,Minor,1,1,2011,2010,Mistletoe,51,1,162,67,54,111,195,0,310,0,0,9577,0,9,4,629173063,88
The Ronettes,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,D,Major,22,11,1963,1960,Sleigh Ride,40,1,92,53,77,74,114,0,262,0,0,10114,0,32,3,404664135,84
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,C#,Major,9,12,2022,2020,Seek & Destroy,44,1,152,65,65,31,5,0,1,0,0,1007,18,21,7,98709329,35
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,A,Minor,9,12,2022,2020,Love Language,85,1,65,71,26,63,16,0,8,0,0,1127,0,13,8,110849052,55
"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d,D,Major,1,12,1971,1970,Happy Xmas (War Is Over),32,4,147,33,61,1,130,0,390,0,0,10829,0,77,3,460492795,39
"SZA, Don Toliver",https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,A#,Minor,8,12,2022,2020,Used (feat. Don Toliver),53,2,150,73,69,29,7,0,3,0,0,1042,0,32,9,94005786,71
Burl Ives,https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98,,Major,1,1,1952,1950,A Holly Jolly Christmas - Single Version,64,1,140,67,36,120,108,0,73,0,0,7930,0,15,3,395591396,81
Nat King Cole,https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3,C#,Major,1,11,1946,1945,The Christmas Song (Merry Christmas To You) - Remastered 1999,84,1,139,36,15,72,140,0,251,0,0,11500,0,11,4,389771964,22
Paul McCartney,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a,B,Major,16,11,1979,1975,Wonderful Christmastime - Edited Version / Remastered 2011,36,1,95,75,58,0,1,0,29,0,0,1685,0,9,3,403939487,74
Band Aid,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8,,Major,25,11,1984,1980,Do They Know It's Christmas? - 1984 Version,0,1,115,60,57,30,209,0,449,0,0,14169,2,27,3,481697415,23
"SZA, Phoebe Bridgers",Not Found,F#,Major,9,12,2022,2020,Ghost in the Machine (feat. Phoebe Bridgers),84,2,125,62,43,20,16,0,4,0,0,1634,3,11,5,110073250,59
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,,Major,9,12,2022,2020,Special,78,1,76,60,20,21,6,0,3,0,0,906,0,11,5,88092256,19
Shakin' Stevens,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb,C#,Minor,1,1,1984,1980,Merry Christmas Everyone,14,1,101,72,87,35,90,0,5,0,0,1087,0,13,3,351636786,91
"Frank Sinatra, B. Swanson Quartet",https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc,D,Major,1,1,1950,1950,Let It Snow! Let It Snow! Let It Snow!,88,2,143,60,32,108,126,0,406,0,0,10585,0,34,6,473248298,86
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,G,Minor,9,12,2022,2020,SOS,67,1,119,51,66,18,6,0,1,0,0,827,0,9,23,73981293,51
"SZA, Travis Scott",https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,A,Major,8,12,2022,2020,Open Arms (feat. Travis Scott),76,2,78,67,59,87,13,0,17,46,4,1420,1,15,16,155653938,22
"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4,A,Major,1,1,1942,1940,White Christmas,91,3,96,23,25,79,73,0,123,0,0,11940,0,40,3,395591396,19
Chris Rea,https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a,A,Major,1,1,1986,1985,Driving Home for Christmas - 2019 Remaster,36,1,180,51,58,0,50,0,6,0,0,888,0,18,4,429504768,87
Darlene Love,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,D#,Major,22,11,1963,1960,Christmas (Baby Please Come Home),39,1,126,34,76,58,121,0,212,0,0,9122,0,8,5,242767149,35
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,F,Major,9,12,2022,2020,Gone Girl,57,1,150,43,44,17,3,0,2,0,0,892,0,15,6,65362788,42
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,D,Major,9,12,2022,2020,F2F,9,1,90,53,74,9,5,0,1,0,0,989,0,34,4,67540165,47
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,F,Major,9,12,2022,2020,Notice Me,28,1,160,72,68,22,14,0,0,0,0,819,0,11,12,62019074,78
"Ed Sheeran, Elton John",https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a,,Major,10,11,2017,2015,Merry Christmas,24,2,114,59,94,90,72,0,141,0,0,2209,0,10,4,135723538,60
"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",Not Found,G,Major,1,1,1958,1955,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),77,3,113,73,32,39,89,0,158,0,0,6290,0,15,5,295998468,72
Britney Spears,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,,Major,7,11,2000,2000,My Only Wish (This Year),17,1,147,67,72,53,115,0,286,0,0,6952,0,19,3,261116938,69
"Mabel Matiz, Mert Demir",Not Found,B,Minor,4,11,2022,2020,Antidepresan,3,2,100,70,59,6,10,1,7,9,2,313,0,10,3,136689549,92
RM,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,G#,Major,2,12,2022,2020,Wild Flower (with youjeen),3,1,155,49,77,74,2,0,14,2,2,353,0,12,9,135611421,42
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,G,Minor,3,12,2021,2020,I Hate U,51,1,107,54,39,96,66,0,43,0,0,4094,0,11,16,356709897,41
"Travis Scott, Metro Boomin",Not Found,G#,Major,2,12,2022,2020,Raindrops (Insane) [with Travis Scott],9,2,112,80,54,7,3,0,10,0,0,880,0,38,5,110649992,15
ThxSoMch,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,C#,Major,31,10,2022,2020,SPIT IN MY FACE!,9,1,166,70,57,0,1,0,18,24,0,573,20,11,7,301869854,57
Nat King Cole,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,F#,Minor,1,1,1959,1955,Deck The Hall - Remastered 1999,81,1,107,69,36,39,65,0,41,0,0,3299,0,8,4,127027715,96
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,G#,Major,9,12,2022,2020,Smoking on my Ex Pack,24,1,81,47,68,11,6,0,3,0,0,811,0,22,38,57144458,33
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,C#,Major,9,12,2022,2020,Conceited,5,1,150,79,46,14,2,0,2,0,0,899,0,11,7,56870689,77
"Taylor Swift, Lana Del Rey",https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,A,Major,21,10,2022,2020,Snow On The Beach (feat. Lana Del Rey),69,2,110,66,32,57,33,0,30,11,0,2415,0,12,4,323437194,19
Taylor Swift,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,G,Major,21,10,2022,2020,Maroon,6,1,108,64,40,16,12,0,14,0,0,2304,0,10,6,317726339,4
"Dj LK da EscÃ¯Â¿Â½Ã¯Â¿Â½cia, Tchakabum, mc jhenny, M",Not Found,E,Minor,28,9,2022,2020,TubarÃ¯Â¿Â½Ã¯Â¿Â½o Te,30,4,130,89,74,0,21,0,44,0,0,1003,0,7,36,116144341,48
Taylor Swift,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,G,Major,21,10,2022,2020,Bejeweled,6,1,164,70,56,35,39,2,22,0,0,2699,0,9,7,328207708,39
"Bad Bunny, Jhay Cortez",https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,B,Minor,6,5,2022,2020,Tarot,2,2,114,80,68,77,27,2,22,0,20,2482,0,66,4,608228647,42
"Gwen Stefani, Blake Shelton",https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,F,Major,20,9,2005,2005,You Make It Feel Like Christmas (feat. Blake Shelton),1,2,93,63,88,56,108,0,30,0,0,2577,0,12,4,180577478,93
"Chencho Corleone, Rauw Alejandro",Not Found,C#,Minor,25,6,2021,2020,Desesperados,36,2,90,87,69,58,83,7,128,0,34,6821,0,9,8,809306935,51
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,B,Major,8,12,2022,2020,Too Late,78,1,128,45,68,9,0,0,2,0,0,714,0,39,8,49262961,35
"Bad Bunny, Rauw Alejandro",https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,A,Major,6,5,2022,2020,Party,2,2,97,83,80,64,38,3,37,36,4,3185,0,24,9,614555082,47
Chuck Berry,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,G,Minor,1,1,1958,1955,Run Rudolph Run - Single Version,79,1,152,69,71,30,120,0,52,1,0,8612,0,7,8,245350949,94
Frank Sinatra,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,G#,Major,1,1,1957,1955,Jingle Bells - Remastered 1999,73,1,175,51,34,3,32,0,65,0,0,4326,0,10,5,178660459,94
SZA,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,D,Major,9,12,2022,2020,Far,67,1,116,61,55,15,2,0,1,0,0,680,0,16,8,51641685,48
"John Legend, Metro Boomin",Not Found,F,Minor,2,12,2022,2020,On Time (with John Legend),76,2,80,33,59,2,2,0,6,2,0,398,0,44,6,78139948,51
"Maldy, Karol G",Not Found,B,Minor,25,8,2022,2020,GATÃ¯Â¿Â½Ã¯Â¿Â½,26,2,93,63,86,50,39,3,57,1,13,3328,0,21,39,322336177,34
Gayle,Not Found,E,Major,13,8,2021,2020,Ã½Ã½Ã½abcdefu,30,1,122,70,54,12,170,18,575,,0,7215,0,37,5,1007612429,42
The Weeknd,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,G,Major,7,1,2022,2020,Sacrifice,3,1,122,70,79,77,81,0,133,,0,4440,0,7,10,326792833,91
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,A,Minor,7,1,2022,2020,Is There Someone Else?,4,1,135,70,58,89,13,0,34,3,6,2881,0,16,3,391251368,60
"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,F,Major,5,1,2022,2020,Fingers Crossed,62,3,109,60,47,7,65,16,70,6,0,2235,0,31,5,349585590,45
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,,Minor,7,1,2022,2020,Out of Time,27,1,93,65,74,88,49,0,62,,0,3711,0,32,5,339659802,82
"Cherish, ACRAZE",Not Found,B,Minor,20,8,2021,2020,Do It To It,2,2,125,85,81,63,183,0,465,11,0,12403,5,7,9,674772936,64
"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",Not Found,,Minor,19,11,2021,2020,We Don't Talk About Bruno,36,7,206,58,45,89,95,0,44,,0,2785,0,11,8,432719968,83
Farruko,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,G,Major,24,6,2021,2020,Pepas,1,1,130,76,77,109,252,20,965,,17,14114,0,13,3,1309887447,44
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,G,Minor,7,1,2022,2020,How Do I Make You Love Me?,2,1,121,80,51,47,7,0,15,0,0,1915,0,9,8,119238316,62
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,F#,Minor,7,1,2022,2020,Gasoline,0,1,123,74,73,29,11,0,14,0,0,2297,0,21,5,116903579,35
Jaymes Young,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,B,Minor,23,6,2017,2015,Infinity,15,1,122,67,67,0,24,0,396,0,0,4375,0,30,4,888046992,50
The Weeknd,https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6,,Major,7,1,2022,2020,Less Than Zero,0,1,143,53,79,77,18,0,61,1,0,2800,0,8,3,200660871,50
The Weeknd,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,A#,Minor,6,8,2021,2020,Take My Breath,1,1,121,70,77,80,17,0,38,0,0,2597,0,26,4,130655803,35
Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,F#,Minor,14,5,2021,2020,good 4 u,28,1,166,56,66,55,259,1,461,,6,15563,0,11,18,1887039593,68
